ID;Screen_Name;Length_of_UserName;Followers_to_Friends_Ratio;Posting_Rate;Location;Creation_Date;Followers#;Friends#;Statuses_Count;Likes;Likes_Rate;Has_Extended_Profile;Friends;Followers;Statuses;Topic 1;Topic 2;Topic 3;Topic 4;Topic 5;Topic 6;Topic 7
1132402733045100544;RaeAnon;0.026621743403250107;0.0144171919707104;0.14245068161169522;1;0.8;0.0144171919707104;0.0;0.04274756550145665;0.0;0.0;0;0.0;0.08000000000000006;0.08600000000000006;0.06953105798384901;0.15891620205051737;0.12608319163222598;0.12409826989606779;0.099571387094057;0.11995634636577382;0.052360702872844195
959285851875196928;GodLovesUSA1;0.04563727440557161;0.03960839638613591;0.08514877765763108;1;0.7;0.03960839638613591;0.06379998918081134;0.04556567469739831;0.08093365301570743;0.10791787251195296;1;0.012;0.06000000000000004;0.12600000000000008;0.08427081960098987;0.1707804027392033;0.14035983180031522;0.1457421123911708;0.09620343889894878;0.12240119609422916;0.06300061886658809
1199768132832776193;kk131066;0.030424849603714405;0.02370202154348583;0.07004906283620765;1;0.8;0.02370202154348583;0.05151224038403743;0.01460065230450951;0.005510480027952566;0.018864405469363996;0;0.0;0.0;0.09200000000000007;0.062286658153294795;0.18004035449538175;0.1196598208904291;0.12751959908955868;0.11521633374861902;0.12366251075069454;0.04647126171319439
22663306;my3monkees;0.038031062004643006;0.06420247714998821;0.027872038761164505;1;0.0;0.06420247714998821;0.0931710972989637;0.05966066859824991;0.005078709205856468;0.001693002453801663;1;0.006;0.002;0.09800000000000007;0.07253611952597216;0.17707443517593985;0.14554122397213695;0.14734702514106224;0.10669273762560988;0.135278903757811;0.05128592349816425
1049162319941517312;Justice4US2020;0.05324348680650021;0.02743223123732175;0.08619272658477403;0;0.7;0.02743223123732175;0.05838553267181198;0.03559132858413312;0.05898602316531943;0.10192932673956069;0;0.0;0.0;0.0;0.08062998680065066;0.17303868889102758;0.09284780617913196;0.19559546049184054;0.026137030746393158;0.07234188094104624;0.05190124594179629
2449913803;MsAvaArmstrong;0.05324348680650021;0.09043159690040198;0.14098524660911882;1;0.3;0.09043159690040198;0.14491518199992137;0.17180165646280732;0.08423224066112948;0.049322864886292284;1;0.006;0.008;0.11000000000000008;0.0791051409637921;0.1973512018905496;0.14055824706371695;0.14040555753267978;0.11783819188192654;0.13281803576228937;0.05799974758587881
823238304183283712;DaveSchreiber3;0.05324348680650021;0.059384390358144405;0.11130411241135907;1;0.6;0.059384390358144405;0.12425606994450351;0.08018407905671555;0.11313102715878434;0.1120542710881669;0;0.006;0.07400000000000005;0.08600000000000006;0.05415179146149146;0.13392640207477294;0.11604869951870278;0.11873136837498416;0.07670769565944506;0.10484127758160473;0.04125560906147072
1214687241961791489;KarlEspo;0.030424849603714405;0.006657002004920832;0.230931245164939;1;0.9;0.006657002004920832;0.016696357653903836;0.04346859692889479;0.058640685082860404;0.22229501808367952;1;0.022000000000000006;0.08000000000000006;0.04800000000000003;0.10588754099531462;0.19491599630036974;0.14633951957182026;0.13231138473292883;0.12357737977922977;0.12674145003693138;0.08255864920757475
717363629847396352;Lindamu9;0.030424849603714405;0.038975815999516515;0.12156696116606112;1;0.5;0.038975815999516515;0.08832376765750774;0.10506902734784354;0.17114036036620486;0.14129178452307697;0;0.002;0.024000000000000007;0.07800000000000006;0.07949009899924286;0.19843982445566757;0.13766064591423252;0.12451115537130046;0.12714562335561497;0.12678421800905718;0.06252866020059869
1197209917972762625;ReportsDaNews;0.04944038060603591;0.02349572781230804;0.19293869666611418;1;0.8;0.02349572781230804;0.04809164500055232;0.040880609126840044;0.07017238405480278;0.23631529605161505;1;0.0;0.0;0.056000000000000036;0.09929335090629535;0.16376766261033687;0.134974875465483;0.13425672509458886;0.10210019908501546;0.11448941623644987;0.0746104982863158
892128385492697088;zen4ever2us;0.04183416820510731;0.01611911525292718;0.07570479932958048;1;0.6;0.01611911525292718;0.03297182870170627;0.04745042275658807;0.0923231308433379;0.10510357046804886;1;0.0;0.0;0.07800000000000006;0.0751492829990076;0.16184500120659615;0.14321033532317093;0.13205101690190513;0.09837515069615647;0.11727779945994761;0.057948785514820404
940667507349716992;brenda_lummus;0.04944038060603591;0.009964954217752212;0.03286205142612887;1;0.6;0.009964954217752212;0.02136891234875836;0.018427503195526152;0.006004718148240911;0.007640898353031051;0;0.0;0.0;0.006;0.12612255718708762;0.19960298725366626;0.13479594061196307;0.11532258377562762;0.12461569946619487;0.10825157842599911;0.11331140893573936
1085010463128195073;Lilysnana2013;0.04944038060603591;0.01992185008663029;0.036172892519009334;1;0.8;0.01992185008663029;0.025395869791881073;0.013172167314175897;0.0088770352368165;0.017394724815952493;1;0.004;0.03600000000000002;0.09400000000000007;0.09549070506067783;0.19176564434304108;0.1396038829475952;0.14714556547659308;0.11257720524779154;0.1345581422472331;0.07045166708458588
1029902668964290560;Ecomemory1;0.038031062004643006;0.03675977005913009;0.06072433088306964;1;0.7;0.03675977005913009;0.08104920635967888;0.026660605231750796;0.0058019940861830524;0.009429607913343957;0;0.002;0.04000000000000002;0.056000000000000036;0.04793729007168939;0.14226122943268935;0.11851136324602694;0.12783624037309693;0.08641625511706065;0.12475507264957383;0.02485714334567558
1206274647488000000;ArmyStr08382327;0.05704659300696451;0.0006785129752019538;0.03443155140866393;1;0.8;0.0006785129752019538;0.0015783247728802493;0.006871335863040342;0.012538640388714255;0.044832141144340414;1;0.014;0.044000000000000025;0.030000000000000013;0.07681755917642691;0.1744097799453484;0.14142680423534174;0.13817450851625443;0.10161984270091633;0.1192281954486572;0.061317638622896804
290054616;DrDeplorable60;0.05324348680650021;0.015002228098972418;0.006249067988518733;1;0.0;0.015002228098972418;0.03146840747736949;0.01095288876478838;0.01259639317383539;0.005128098989525709;0;0.04800000000000003;0.1480000000000001;0.056000000000000036;0.04757037168596199;0.11433506061078402;0.07563006392146762;0.08921407282527993;0.06646627118202454;0.07019019091720907;0.0339393499037817
64782523;RevKeithBritt;0.04944038060603591;0.02440632123508501;0.003303467596150821;1;0.0;0.02440632123508501;0.05194561091489607;0.006809064967034322;0.006006682528687208;0.0020794135585998036;0;0.006;0.054000000000000034;0.03800000000000002;0.08020389386108398;0.16037490652533695;0.12243734194713991;0.11486644912726032;0.09086579511487743;0.11792173117228064;0.05536846109805835
101310094;Jetsta812;0.03422795580417871;0.018689728543775437;0.010999947923585782;0;0.0;0.018689728543775437;0.0403409111441257;0.021892433766146895;0.04033658808426422;0.014461700536114877;0;0.020000000000000004;0.07400000000000005;0.03800000000000002;0.10096004322947313;0.1877278535048801;0.15112591053170854;0.12311437520270867;0.12717236199016976;0.13433687238723846;0.08119945859449453
791773970034888704;august_1405;0.04183416820510731;0.045520001120199494;0.024521157468825796;1;0.5;0.045520001120199494;0.10083622709991207;0.018716383968727015;0.033125740341996904;0.030967648778051884;1;0.022000000000000006;0.06800000000000005;0.09400000000000007;0.09822665582337643;0.19685245959236763;0.14637316661649982;0.13430246673070753;0.12036044463263304;0.13614570663820783;0.07931869217995047
860654500431880192;thomaskaine5;0.04563727440557161;0.12999406069795533;0.06161843856616675;1;0.6;0.12999406069795533;0.158979214947869;0.04126289624404994;0.033023985434878715;0.035188769832043935;1;0.0;0.002;0.07600000000000005;0.08804674200278588;0.1682643410240492;0.14445886213088882;0.13573769428481292;0.10248107279745462;0.1271161960074131;0.07128646363956297
